user_id,seller_id,prob
22934,1824,1.00
22934,4048,1.00
22934,4871,1.00
22940,3315,1.00
22948,1393,0.80
22951,2055,1.00
22956,1013,1.00
22957,148,1.00
22957,1102,0.80
22958,4091,1.00
22960,547,0.90
22965,1277,0.90
22965,3144,0.90
22965,4568,1.00
22967,3460,1.00
22967,3489,0.90
22969,2954,1.00
22969,4533,0.90
22976,1075,0.90
22993,1370,1.00
22995,234,1.00
22995,1188,1.00
22995,1393,1.00
22995,3859,0.80
22996,246,0.80
22999,3509,0.90
23001,1700,1.00
23001,3472,1.00
23001,4605,1.00
23009,2829,1.00
23010,4171,1.00
23015,2034,1.00
23018,2166,1.00
23027,3236,1.00
23034,535,1.00
23036,168,1.00
23036,2954,1.00
23037,2781,0.80
23037,3663,1.00
23038,2805,0.80
23038,4276,1.00
23041,1867,1.00
23041,4478,0.90
23054,2387,0.80
23056,712,0.90
23056,1462,0.90
23056,2954,1.00
23056,4990,0.90
23058,2912,0.80
23072,2387,0.80
23073,3949,1.00
23073,4251,1.00
23074,3532,1.00
23084,639,1.00
23084,2592,1.00
23086,4024,0.80
23103,1364,1.00
23107,4845,0.80
23113,546,0.90
23113,598,1.00
23113,1446,0.80
23113,3183,1.00
23113,3387,1.00
23113,3491,0.80
23113,3518,1.00
23113,4555,0.90
23120,1025,1.00
23120,4324,1.00
23133,1699,0.80
23133,2547,1.00
23134,1953,0.80
23134,3828,1.00
23135,279,0.90
23135,2021,1.00
23137,4044,1.00
23147,3995,1.00
23151,1824,1.00
23156,3460,1.00
23156,4255,1.00
23158,1031,1.00
23158,3951,1.00
23158,4757,1.00
23164,78,1.00
23164,3955,1.00
23167,399,1.00
23169,2447,1.00
23176,1892,0.80
23176,2397,1.00
23184,936,1.00
23184,1272,1.00
23184,1495,1.00
23184,3828,1.00
23187,1058,1.00
23188,447,1.00
23189,3547,0.80
23202,3920,1.00
23214,1720,0.90
23233,2031,0.90
23246,4950,1.00
23252,477,0.90
23253,141,1.00
23265,4647,1.00
23280,424,0.80
23280,2083,0.80
23280,2790,1.00
23280,4234,0.80
23292,1595,1.00
23294,2521,1.00
23302,3283,1.00
23314,798,0.80
23314,3760,0.80
23314,3828,1.00
23314,4644,0.80
23322,1426,0.90
23324,4688,1.00
23341,2387,0.80
23343,1393,1.00
23361,4321,0.80
23362,3783,1.00
23363,626,0.90
23363,801,0.90
23363,904,0.90
23363,1043,0.90
23363,1860,0.90
23363,3844,0.90
23363,4486,1.00
23363,4695,0.90
23366,2912,0.80
23371,3462,1.00
23371,4659,1.00
23371,4888,1.00
23373,469,1.00
23373,823,1.00
23382,247,1.00
23394,2165,1.00
23395,563,1.00
23398,2521,1.00
23398,2537,0.90
23406,244,1.00
23406,892,1.00
23406,1257,0.90
23406,1495,1.00
23406,2008,1.00
23406,2266,0.80
23406,3017,1.00
23406,3350,0.80
23406,3828,1.00
23406,4257,1.00
23406,4752,1.00
23415,3920,1.00
23431,153,0.80
23431,1583,0.80
23433,375,1.00
23433,2302,1.00
23433,3283,1.00
23440,1480,1.00
23440,1875,1.00
23445,35,1.00
23445,4600,0.80
23446,2482,1.00
23446,2656,1.00
23446,4161,1.00
23452,3661,0.80
23453,365,1.00
23480,1699,1.00
23480,2217,1.00
23480,4622,0.80
23480,4803,1.00
23483,1122,0.90
23483,1236,1.00
23483,1444,1.00
23489,178,0.90
23489,2821,0.90
23493,2498,1.00
23495,3995,1.00
23495,4601,1.00
23502,3205,0.90
23510,3196,1.00
23516,1715,1.00
23521,4210,1.00
23525,677,1.00
23525,4356,0.90
23532,4467,1.00
23534,2949,1.00
23535,3033,0.80
23536,2692,0.90
23537,2900,0.80
23548,98,0.90
23550,2362,1.00
23550,3389,1.00
23551,79,0.80
23551,621,0.80
23553,567,1.00
23553,1257,0.90
23553,1381,0.80
23553,2959,1.00
23556,2387,0.80
23558,1480,0.80
23558,2782,0.80
23558,4678,0.90
23559,4584,1.00
23562,895,0.80
23562,4044,0.80
23571,1102,0.80
23576,184,1.00
23576,644,0.80
23590,1742,0.90
23590,3004,0.80
23595,3460,1.00
23597,956,1.00
23622,4688,1.00
23623,3614,0.90
23633,1595,0.90
23633,1890,0.90
23633,2959,1.00
23633,3734,0.80
23633,4255,1.00
23645,4145,1.00
23656,1860,1.00
23656,4530,0.90
23658,3948,1.00
23661,2617,0.90
23665,1340,0.80
23665,1618,1.00
23665,1822,0.80
23665,2303,1.00
23665,3473,0.80
23665,4686,0.80
23668,3636,1.00
23669,3496,0.80
23670,741,0.90
23670,2439,0.90
23670,4523,0.80
23671,1049,0.80
23677,901,0.90
23678,1574,1.00
23680,780,0.80
23680,2745,0.80
23681,2795,1.00
23688,4026,1.00
23690,3339,0.90
23695,4794,0.90
23702,2804,0.90
23702,3835,0.90
23706,2140,1.00
23711,503,0.80
23711,4740,1.00
23713,1102,1.00
23714,2982,1.00
23715,4049,1.00
23726,1844,1.00
23730,829,0.90
23740,4881,0.80
23743,347,0.80
23747,4182,1.00
23747,4453,0.80
23752,3428,1.00
23757,3159,1.00
23758,2387,0.80
23777,1535,0.80
23779,1010,1.00
23781,3526,1.00
23782,791,0.90
23782,1736,1.00
23806,154,1.00
23821,503,1.00
23825,252,1.00
23828,2107,0.90
23830,4150,1.00
23831,4260,0.80
23833,145,0.90
23838,170,0.80
23838,909,0.90
23846,2387,0.80
23851,2387,0.80
23866,890,0.80
23877,1236,1.00
23878,669,0.80
23878,2468,0.80
23878,2745,0.80
23878,2823,1.00
23878,3941,0.80
23882,2095,1.00
23883,4410,1.00
23884,3957,1.00
23884,4387,0.80
23889,331,0.80
23901,4686,1.00
23902,1805,1.00
23902,3663,0.90
23909,2387,0.80
23917,4756,1.00
23918,1350,1.00
23918,2954,1.00
23924,1280,1.00
23927,1252,1.00
23928,2680,0.80
23930,3718,0.80
23934,2273,1.00
23934,2318,0.90
23948,1727,1.00
23948,2361,0.90
23948,2418,1.00
23954,1000,0.80
23954,2012,0.80
23955,628,1.00
23955,780,1.00
23955,1673,0.80
23955,3063,1.00
23956,3395,0.80
23956,3659,1.00
23963,786,1.00
23963,1102,1.00
23963,1188,0.80
23963,1485,0.90
23979,4083,1.00
23981,3197,0.80
23984,795,1.00
23996,2876,0.80
24000,3460,1.00
24000,4869,0.80
24001,4072,1.00
24003,3549,0.80
24014,1340,1.00
24018,1815,0.80
24020,1454,1.00
24020,4205,1.00
24023,3150,1.00
24023,4091,1.00
24028,2104,0.90
24028,2192,0.80
24028,3839,1.00
24028,3912,0.90
24028,4398,0.90
24028,4705,0.90
24029,755,1.00
24035,1102,1.00
24035,3828,1.00
24036,1605,1.00
24036,4291,1.00
24036,4467,1.00
24041,2403,1.00
24048,1715,1.00
24052,4766,1.00
24053,420,1.00
24059,2179,1.00
24059,2590,0.80
24059,2594,0.80
24059,3191,0.80
24059,3897,0.80
24059,4868,0.80
24064,2193,1.00
24071,1340,1.00
24077,1979,1.00
24085,2088,0.90
24085,2222,1.00
24085,2914,0.80
24085,3586,0.80
24085,4270,1.00
24085,4453,1.00
24102,1352,1.00
24106,296,1.00
24106,1010,1.00
24122,51,1.00
24122,60,1.00
24122,1304,0.90
24130,1200,1.00
24133,2173,0.80
24140,3852,1.00
24143,1103,1.00
24144,2677,0.80
24144,3578,1.00
24152,1442,1.00
24157,3912,1.00
24157,4077,0.80
24160,936,1.00
24164,1888,0.80
24168,3460,1.00
24176,4380,1.00
24177,823,1.00
24184,2279,0.80
24184,2915,0.90
24184,3460,0.90
24184,3689,1.00
24186,1901,1.00
24186,2616,1.00
24186,3677,0.80
24186,4060,0.90
24187,1472,1.00
24195,1586,0.80
24195,2281,0.90
24209,4770,1.00
24215,1501,0.90
24218,2721,1.00
24218,4865,0.80
24220,474,1.00
24224,2388,1.00
24233,106,0.90
24233,1530,0.90
24233,2130,0.80
24233,2981,0.80
24233,4044,1.00
24233,4648,1.00
24237,4287,1.00
24240,2341,1.00
24240,3360,1.00
24259,3035,0.80
24263,3859,1.00
24269,643,1.00
24269,712,0.90
24269,830,0.80
24269,1102,1.00
24269,1304,1.00
24269,1748,0.80
24269,1919,1.00
24269,3735,1.00
24279,3621,1.00
24285,422,1.00
24286,305,1.00
24286,698,1.00
24286,892,1.00
24286,1272,1.00
24286,2385,1.00
24287,3536,0.90
24288,536,0.90
24296,63,0.80
24296,863,0.90
24296,944,1.00
24296,974,1.00
24296,1069,0.90
24296,1602,1.00
24296,2138,0.80
24296,2149,0.90
24296,4272,1.00
24296,4729,0.80
24296,4976,1.00
24297,1479,1.00
24297,2081,1.00
24297,2506,1.00
24303,1599,0.80
24305,2928,1.00
24305,4924,1.00
24308,1861,0.90
24309,1727,0.90
24309,3388,0.80
24309,4532,1.00
24311,3073,1.00
24311,4865,1.00
24315,780,0.90
24315,1058,0.80
24315,2828,1.00
24315,2882,1.00
24315,3063,1.00
24315,3121,1.00
24315,3585,0.80
24315,4043,0.80
24318,339,0.80
24318,1867,1.00
24318,3481,0.80
24321,2896,1.00
24325,2699,1.00
24327,411,0.90
24327,598,1.00
24327,2336,1.00
24327,2781,1.00
24327,3980,0.90
24329,682,1.00
24329,798,1.00
24329,966,0.80
24329,1895,0.80
24329,3859,0.80
24329,4304,1.00
24329,4686,1.00
24329,4725,0.80
24330,4687,1.00
24333,8,1.00
24333,438,1.00
24333,585,1.00
24333,2217,0.90
24339,540,1.00
24355,1462,1.00
24358,3698,0.80
24358,4199,1.00
24374,234,0.90
24374,2482,0.90
24374,4923,1.00
24405,1185,1.00
24406,738,0.90
24409,4244,1.00
24410,1679,1.00
24412,2535,1.00
24420,2387,0.80
24421,422,0.80
24421,3592,0.90
24423,4220,1.00
24429,393,0.80
24429,630,0.80
24429,1103,0.80
24429,2876,0.80
24429,3468,0.80
24429,4006,0.80
24429,4356,1.00
24429,4566,0.80
24431,3326,1.00
24431,4312,1.00
24431,4479,1.00
24436,71,1.00
24438,2709,1.00
24453,2835,1.00
24459,1076,1.00
24462,1058,1.00
24464,1190,1.00
24468,192,1.00
24472,2356,0.80
24472,4354,0.80
24475,4532,1.00
24475,4562,0.90
24486,1025,1.00
24486,1955,1.00
24495,1892,1.00
24499,1501,0.80
24505,1364,0.90
24510,729,0.90
24513,2838,1.00
24513,2864,1.00
24513,3082,0.80
24525,4071,1.00
24531,2668,1.00
24535,173,0.80
24540,790,0.80
24540,3526,0.80
24546,3990,0.90
24548,221,0.90
24548,510,0.90
24548,546,1.00
24548,651,0.90
24548,809,0.90
24548,1026,1.00
24548,1113,1.00
24548,1726,1.00
24548,2883,1.00
24548,3028,0.90
24548,3235,1.00
24548,3883,0.90
24548,4688,0.90
24548,4756,0.90
24552,1605,1.00
24552,2655,1.00
24555,2064,1.00
24559,2303,0.70
24563,2703,0.80
24564,296,1.00
24564,2934,1.00
24567,798,1.00
24567,2106,0.90
24571,142,0.90
24571,422,1.00
24571,2412,0.80
24571,2823,0.80
24591,422,1.00
24591,727,0.90
24591,1535,0.80
24592,3415,1.00
24599,2423,1.00
24602,4792,0.80
24603,2862,0.80
24611,864,1.00
24611,3478,1.00
24611,4509,1.00
24611,4655,0.80
24615,718,1.00
24615,4909,1.00
24620,4487,1.00
24656,661,1.00
24664,3914,1.00
24665,2347,0.90
24685,1346,0.90
24686,1211,1.00
24686,1744,1.00
24689,11,1.00
24689,3460,1.00
24690,4205,1.00
24701,4990,1.00
24712,682,0.80
24715,1411,1.00
24718,1741,1.00
24718,2333,1.00
24719,1805,1.00
24720,173,1.00
24720,1126,1.00
24720,1461,1.00
24720,3828,0.90
24720,4173,0.80
24731,186,1.00
24731,628,0.80
24731,649,0.80
24731,2575,0.90
24731,2846,1.00
24731,2928,1.00
24731,3663,0.80
24731,3669,1.00
24731,4026,0.80
24731,4044,0.80
24731,4173,0.80
24731,4395,0.80
24731,4615,0.80
24744,4642,1.00
24745,4064,1.00
24746,111,0.90
24746,145,0.80
24746,215,1.00
24746,1359,1.00
24746,1487,0.90
24746,1678,0.90
24746,1741,1.00
24746,2537,1.00
24746,3209,0.80
24746,3623,1.00
24748,4287,0.80
24749,1219,0.80
24749,2617,0.80
24749,4048,0.80
24750,4064,1.00
24752,3322,1.00
24754,3904,0.90
24757,2387,0.80
24763,3835,1.00
24767,4694,1.00
24773,2387,0.80
24775,2273,0.80
24781,386,1.00
24782,1516,0.90
24785,2758,0.90
24791,3016,1.00
24792,3551,0.80
24793,1579,1.00
24793,2070,1.00
24794,1888,1.00
24795,1750,0.80
24801,1824,1.00
24813,3647,1.00
24823,1364,1.00
24823,3163,1.00
24823,3509,0.90
24823,3779,0.90
24823,3993,0.80
24823,4793,0.90
24824,2954,1.00
24835,420,0.90
24843,375,1.00
24843,1816,0.90
24843,1861,0.90
24843,1978,1.00
24843,2023,0.80
24843,2108,0.80
24843,4044,0.80
24846,2633,1.00
24846,4766,1.00
24861,3315,0.80
24868,310,1.00
24871,342,1.00
24871,674,1.00
24871,725,1.00
24871,1411,1.00
24871,2337,1.00
24871,3032,1.00
24871,3426,1.00
24880,2555,0.80
24882,4200,1.00
24886,4963,1.00
24888,1781,1.00
24898,284,0.80
24899,291,0.90
24899,397,0.90
24899,1329,1.00
24899,2441,0.90
24899,3663,0.80
24901,1480,1.00
24902,969,0.90
24902,1461,0.90
24902,2942,0.90
24910,635,0.90
24914,2107,0.90
24925,2387,0.80
24936,227,0.80
24936,3955,1.00
24940,2510,0.90
24951,114,0.80
24951,1113,1.00
24951,1236,0.80
24951,1657,0.80
24951,4070,0.90
24951,4979,0.80
24952,1849,1.00
24965,84,1.00
24971,173,0.80
24980,4196,1.00
24987,2367,0.70
24987,4079,1.00
25010,3054,0.80
25010,4570,0.80
25017,19,1.00
25017,804,0.80
25022,3491,0.90
25028,3826,0.90
25029,2975,1.00
25036,1495,1.00
25036,3017,1.00
25036,3677,1.00
25036,3698,1.00
25036,3828,1.00
25036,4044,0.80
25036,4786,0.80
25037,628,1.00
25037,1716,0.80
25038,4860,1.00
25041,66,1.00
25047,142,1.00
25048,420,1.00
25050,469,1.00
25051,4179,1.00
25055,24,0.80
25055,28,1.00
25055,142,0.80
25055,247,0.80
25055,294,0.80
25055,320,1.00
25055,375,0.80
25055,387,1.00
25055,412,1.00
25055,468,0.80
25055,485,0.80
25055,536,0.80
25055,606,1.00
25055,721,1.00
25055,827,0.80
25055,859,0.80
25055,1018,1.00
25055,1056,0.80
25055,1060,1.00
25055,1103,0.80
25055,1257,0.80
25055,1432,1.00
25055,1480,0.80
25055,1507,0.90
25055,1580,0.80
25055,1699,1.00
25055,1841,1.00
25055,1910,1.00
25055,1984,0.80
25055,2062,1.00
25055,2108,1.00
25055,2175,1.00
25055,2223,0.80
25055,2288,1.00
25055,2370,1.00
25055,2371,1.00
25055,2385,1.00
25055,2459,0.80
25055,2484,0.80
25055,2574,0.80
25055,2792,1.00
25055,2823,1.00
25055,2907,0.80
25055,3038,1.00
25055,3155,1.00
25055,3315,1.00
25055,3362,0.80
25055,3470,0.80
25055,3491,1.00
25055,3606,0.80
25055,3677,0.80
25055,3698,1.00
25055,3828,0.80
25055,3859,1.00
25055,3955,0.80
25055,4044,1.00
25055,4048,1.00
25055,4160,1.00
25055,4173,1.00
25055,4218,0.90
25055,4280,1.00
25055,4310,1.00
25055,4355,1.00
25055,4528,1.00
25055,4538,1.00
25055,4558,0.80
25055,4641,1.00
25055,4703,0.80
25055,4707,0.90
25055,4714,0.80
25055,4945,0.80
25055,4961,1.00
25059,1499,0.90
25059,3144,0.90
25059,3170,0.90
25059,3828,0.90
25059,4042,1.00
25059,4818,0.80
25062,4847,0.80
25063,2336,1.00
25069,1340,1.00
25070,2062,0.80
25070,4044,0.90
25070,4173,0.80
25071,3670,1.00
25076,3985,0.80
25076,4700,0.90
25076,4871,1.00
25079,2371,0.90
25084,2928,0.90
25092,1805,0.80
25092,4966,1.00
25105,2122,0.90
25105,3833,1.00
25109,606,0.80
25109,1272,1.00
25109,3213,0.80
25109,3828,1.00
25111,2385,1.00
25119,638,0.80
25119,3224,1.00
25119,4161,1.00
25119,4278,0.80
25119,4614,1.00
25125,1060,0.90
25127,2106,0.80
25128,4694,0.90
25129,4404,0.80
25130,3955,1.00
25131,3139,1.00
25154,2269,1.00
25160,628,0.80
25160,1453,0.80
25160,3063,1.00
25164,2921,0.90
25165,740,1.00
25168,644,0.80
25171,1392,1.00
25175,1510,1.00
25180,4865,0.80
25182,1257,1.00
25199,66,0.90
25201,28,1.00
25201,51,0.80
25201,173,1.00
25201,380,0.80
25201,606,1.00
25201,625,0.80
25201,832,0.80
25201,1102,1.00
25201,1381,0.80
25201,1442,0.80
25201,1663,0.80
25201,1855,0.80
25201,1890,1.00
25201,2009,1.00
25201,2101,0.80
25201,2359,1.00
25201,2981,1.00
25201,3130,0.80
25201,3213,1.00
25201,3409,0.90
25201,3671,1.00
25201,3677,0.80
25201,3695,1.00
25201,3777,1.00
25201,3855,1.00
25201,4404,0.80
25201,4538,0.80
25201,4700,0.80
25201,4911,0.80
25201,4976,1.00
25204,742,1.00
25205,296,1.00
25205,2108,1.00
25205,2640,1.00
25205,3741,1.00
25205,4923,1.00
25211,4044,1.00
25214,3547,0.80
25218,62,1.00
25233,585,1.00
25234,644,1.00
25234,1190,1.00
25234,2106,0.90
25234,2223,0.90
25234,2781,1.00
25234,3121,0.90
25241,4126,1.00
25241,4959,0.80
25250,1200,1.00
25250,1765,1.00
25250,3144,1.00
25250,3326,1.00
25250,3937,1.00
25261,2450,1.00
25262,3835,0.90
25268,3223,1.00
25286,4257,0.80
25293,890,1.00
25303,1487,0.90
25309,759,1.00
25309,2721,0.90
25315,4003,0.80
25319,3781,1.00
25319,4033,1.00
25320,1426,1.00
25320,4483,1.00
25323,66,1.00
25323,3139,1.00
25333,1324,0.90
25334,1679,0.90
25336,2572,1.00
25338,1742,0.80
25344,3032,1.00
25365,4079,1.00
25369,2387,0.80
25370,1489,1.00
25373,3839,1.00
25384,1737,1.00
25391,3073,1.00
25394,158,1.00
25394,1102,1.00
25396,2403,0.90
25397,3741,0.90
25398,173,0.80
25398,798,0.80
25398,3760,1.00
25407,1249,0.80
25407,2822,0.80
25407,4711,0.90
25409,437,1.00
25414,2367,0.80
25417,2792,1.00
25432,4546,1.00
25438,2781,0.80
25438,2948,0.90
25444,1644,0.90
25444,1861,1.00
25457,511,0.80
25457,1102,0.80
25457,2617,1.00
25457,3096,1.00
25457,3315,0.80
25457,3354,0.80
25457,3677,0.80
25461,1476,1.00
25471,2233,1.00
25471,4316,1.00
25471,4649,0.90
25471,4882,0.90
25472,2387,0.80
25481,3968,1.00
25485,2193,0.90
25492,132,1.00
25492,199,1.00
25492,1953,0.80
25492,2781,1.00
25492,2818,0.80
25492,3311,0.80
25495,2482,1.00
25503,733,1.00
25505,2412,1.00
25505,2883,0.90
25505,4949,1.00
25509,3698,1.00
25509,3936,1.00
25519,347,0.80
25519,3941,0.80
25523,467,1.00
25524,2387,0.80
25526,1468,1.00
25526,3741,1.00
25531,4064,1.00
25531,4773,1.00
25534,142,0.90
25534,347,0.90
25534,1680,0.90
25534,2580,1.00
25542,1102,1.00
25542,3913,1.00
25545,2397,1.00
25546,4695,0.90
25552,149,0.80
25552,1535,1.00
25552,3149,0.90
25552,3698,1.00
25552,4161,0.90
25556,1663,1.00
25556,2664,0.80
25556,4127,0.80
25556,4173,0.80
25561,2893,0.90
25565,248,1.00
25565,1103,1.00
25565,1783,0.80
25565,2537,0.80
25565,4188,0.80
25574,3872,0.80
25578,1890,1.00
25588,573,0.90
25588,1138,1.00
25588,1533,0.90
25588,1760,1.00
25588,2318,0.90
25588,2756,1.00
25588,2814,1.00
25588,3769,0.90
25588,4126,1.00
25588,4941,0.90
25595,3164,1.00
25597,4099,1.00
25607,3948,1.00
25616,2656,1.00
25618,3760,1.00
25619,546,1.00
25635,840,0.90
25635,965,1.00
25635,1074,1.00
25635,1528,1.00
25635,1784,0.80
25635,1892,1.00
25635,3486,1.00
25644,4892,0.80
25653,121,0.80
25653,144,0.90
25653,606,1.00
25653,1234,1.00
25653,1501,1.00
25653,1860,0.90
25653,2062,0.80
25653,2574,1.00
25653,2664,1.00
25653,3035,1.00
25653,3209,1.00
25653,3663,1.00
25653,4076,0.90
25653,4760,1.00
25653,4963,0.90
25661,2351,1.00
25663,71,1.00
25679,1277,0.80
25680,742,0.90
25680,3332,1.00
25684,1760,1.00
25684,4475,1.00
25691,420,0.80
25716,3958,0.90
25740,883,0.90
25740,1092,1.00
25740,2956,1.00
25740,4173,0.90
25740,4751,1.00
25757,924,0.90
25757,2447,1.00
25758,4099,0.80
25761,4792,1.00
25780,669,1.00
25782,1765,0.80
25785,1,1.00
25785,1824,1.00
25785,2217,1.00
25789,3828,0.80
25794,4444,1.00
25795,617,0.90
25795,1320,1.00
25795,2547,1.00
25795,4255,1.00
25800,3556,1.00
25800,4966,0.80
25803,4804,1.00
25813,1822,0.80
25813,3990,0.80
25828,3547,0.80
25831,106,0.80
25831,1427,0.90
25832,4847,0.80
25834,3177,1.00
25846,892,1.00
25846,4922,0.90
25864,2724,0.80
25887,3067,1.00
25900,3997,0.80
25901,1516,1.00
25909,14,1.00
25935,2236,1.00
25936,4096,1.00
25939,1557,0.90
25939,2051,1.00
25939,3291,0.90
25939,4718,0.90
25941,586,0.80
25941,1831,0.90
25941,4792,0.80
25949,546,1.00
25952,2031,0.90
25956,567,0.80
25957,3965,1.00
25961,2236,1.00
25965,1010,1.00
25966,892,0.80
25966,1744,0.80
25966,1861,0.80
25966,3968,0.80
25966,4731,0.90
25967,1304,1.00
25967,4760,0.80
25974,84,1.00
25975,1715,1.00
25982,3504,0.80
25982,3971,0.80
25984,380,1.00
25984,1123,0.80
25990,1822,0.90
25996,286,1.00
25996,4136,1.00
26009,1526,0.80
26011,4761,1.00
26012,1742,0.80
26014,3329,0.80
26014,4160,0.80
26017,2387,0.80
26028,1751,1.00
26029,1963,0.80
26038,4818,1.00
26049,1781,0.90
26057,1130,0.90
26057,3859,1.00
26057,4160,0.90
26063,58,0.80
26063,185,0.90
26063,909,1.00
26063,991,0.80
26064,1595,1.00
26064,3472,0.90
26064,4795,0.90
26067,3353,0.90
26070,2640,1.00
26070,2676,1.00
26070,3951,1.00
26070,4238,1.00
26070,4410,1.00
26070,4918,0.80
26074,4584,1.00
26075,456,0.80
26082,199,0.90
26082,3035,0.90
26084,141,0.90
26085,3139,1.00
26086,500,1.00
26087,1,0.90
26087,1663,1.00
26087,1737,1.00
26087,1874,0.80
26087,2846,0.80
26087,3941,0.80
26087,4257,1.00
26096,2298,1.00
26101,790,0.80
26101,2333,0.80
26106,4923,1.00
26108,467,0.80
26108,1236,0.80
26108,1352,0.80
26108,1557,1.00
26108,2370,1.00
26108,2677,1.00
26108,3224,1.00
26108,4094,0.90
26108,4918,1.00
26114,2944,1.00
26114,3706,1.00
26118,892,1.00
26118,977,0.90
26118,2316,0.90
26118,3045,1.00
26118,4273,1.00
26119,674,1.00
26119,1307,0.90
26119,3649,0.80
26126,1786,0.80
26130,3460,1.00
26149,2867,1.00
26149,4329,0.90
26164,2407,1.00
26164,2823,1.00
26164,3209,0.80
26177,2336,0.80
26187,420,1.00
26188,859,1.00
26190,3169,1.00
26193,1393,1.00
26193,2051,0.80
26199,145,0.90
26199,826,0.90
26199,934,1.00
26199,3177,1.00
26199,3828,0.80
26206,2646,1.00
26209,1602,0.90
26209,4244,1.00
26219,3163,1.00
26236,4642,1.00
26238,1159,1.00
26240,1393,0.80
26244,1727,0.80
26252,3167,0.80
26254,4053,1.00
26255,4205,0.80
26255,4304,1.00
26267,2592,1.00
26272,4599,1.00
26281,4700,0.80
26289,4659,1.00
26291,148,0.80
26291,2049,0.80
26291,3189,0.80
26295,661,1.00
26295,1056,1.00
26295,1505,1.00
26295,1540,1.00
26295,2370,1.00
26295,2432,1.00
26295,3496,1.00
26295,3741,1.00
26295,4376,1.00
26297,1760,0.90
26301,3952,1.00
26306,4908,1.00
26317,3274,1.00
26317,3935,1.00
26318,1442,1.00
26318,1699,0.80
26318,3095,0.90
26318,3828,1.00
26318,4274,1.00
26318,4921,0.80
26321,2838,1.00
26322,4541,0.90
26325,3547,0.80
26327,677,1.00
26327,773,1.00
26327,4423,1.00
26327,4705,1.00
26344,3803,1.00
26346,4160,0.90
26359,567,0.80
26359,1199,0.80
26359,4838,0.80
26362,3460,1.00
26389,1253,0.80
26389,1487,0.80
26389,2385,0.80
26389,3760,1.00
26394,2687,0.80
26404,1102,1.00
26404,2823,0.90
26404,3096,1.00
26410,1357,1.00
26410,2531,1.00
26414,1663,1.00
26414,4644,1.00
26414,4709,1.00
26415,457,1.00
26420,168,1.00
26420,1257,0.80
26420,2640,1.00
26423,983,1.00
26424,3017,0.80
26425,4287,1.00
26428,2370,1.00
26429,1949,1.00
26437,1,0.80
26437,1890,0.80
26437,2453,1.00
26437,2515,0.90
26437,3629,0.80
26437,4173,1.00
26440,747,0.80
26448,2792,1.00
26448,2954,0.90
26449,2387,0.80
26459,1,1.00
26459,284,0.80
26459,1257,1.00
26472,555,0.90
26472,3828,0.90
26472,3956,1.00
26484,173,0.80
26484,874,1.00
26484,3552,0.80
26484,3683,0.80
26484,3760,0.80
26484,3845,1.00
26484,4192,0.80
26484,4731,1.00
26485,798,0.80
26487,2077,0.80
26488,3555,1.00
26493,4044,0.80
26523,755,1.00
26525,142,1.00
26525,2651,1.00
26525,3323,1.00
26525,3760,1.00
26543,2754,1.00
26543,2959,1.00
26545,109,0.90
26566,422,1.00
26566,1056,1.00
26566,2770,1.00
26566,4355,1.00
26571,3144,0.80
26576,710,1.00
26576,1574,0.80
26576,4765,1.00
26579,4871,1.00
26585,1485,1.00
26598,3734,0.80
26624,2798,0.90
26625,3085,1.00
26625,4880,0.90
26627,99,1.00
26641,4720,0.80
26643,1503,0.80
26646,1687,0.80
26648,1200,1.00
26658,2532,1.00
26662,4335,0.90
26665,3215,1.00
26667,4557,0.80
26671,4535,1.00
26686,2925,0.80
26690,606,0.80
26690,1228,1.00
26690,1501,0.80
26690,4173,0.90
26690,4255,1.00
26706,39,1.00
26707,74,1.00
26707,212,0.80
26707,376,0.80
26707,610,0.80
26707,1618,0.80
26707,1663,0.80
26707,1783,1.00
26707,1800,0.80
26707,2078,0.80
26707,2783,0.80
26707,3695,1.00
26707,4043,0.80
26707,4282,1.00
26707,4404,1.00
26707,4945,0.80
26713,4158,1.00
26713,4647,0.80
26713,4942,1.00
26724,2506,0.90
26730,703,1.00
26730,2954,1.00
26734,2462,1.00
26742,184,1.00
26742,513,1.00
26742,1599,0.80
26742,2191,1.00
26742,2202,1.00
26742,3078,1.00
26758,3608,0.90
26759,3159,1.00
26762,2004,1.00
26775,944,0.90
26780,218,1.00
26780,4850,1.00
26795,882,0.90
26795,3144,0.90
26795,4387,0.80
26798,637,1.00
26798,682,1.00
26798,1487,0.80
26798,1964,1.00
26798,2278,0.90
26798,2361,1.00
26798,2575,1.00
26798,2578,0.80
26798,3279,1.00
26798,3503,0.90
26798,3796,0.90
26798,4279,1.00
26798,4538,1.00
26798,4591,0.90
26806,474,1.00
26806,1188,1.00
26806,2257,0.90
26806,4047,0.80
26806,4423,0.80
26806,4614,1.00
26822,2677,0.80
26822,2954,1.00
26822,3139,0.80
26826,327,0.90
26826,537,0.90
26826,680,0.90
26836,2351,1.00
26843,3111,0.90
26845,4218,1.00
26845,4976,0.80
26846,2146,0.90
26849,4249,0.90
26855,145,0.90
26862,2387,1.00
26873,2699,1.00
26882,118,1.00
26882,3460,1.00
26894,1189,1.00
26894,2656,1.00
26894,3073,1.00
26899,2530,1.00
26909,3216,1.00
26927,1171,1.00
26927,2125,1.00
26930,2387,0.80
26940,1253,1.00
26942,2721,0.80
26944,738,1.00
26951,185,1.00
26953,2959,1.00
